"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 06 19:33:48 UTC 2024","Thu Jun 06 19:33:54 UTC 2024","6811","tests","Login","","","","test_login_with_email","Test login with email (Happy path)"
"passed","Thu Jun 06 19:33:43 UTC 2024","Thu Jun 06 19:33:47 UTC 2024","4042","tests","test_favourites","TestFavourites","","","test_favourite_product_link","Test if favorite product link in the Favorites leads to relevant PDP"
"passed","Thu Jun 06 19:28:13 UTC 2024","Thu Jun 06 19:28:22 UTC 2024","9634","tests","test_account_page","TestAccountPage","","","test_save_user_data","Test if user data can be saved on the Edit page"
"passed","Thu Jun 06 19:32:26 UTC 2024","Thu Jun 06 19:32:28 UTC 2024","1809","tests","test_checkout","","","","test_privacy_policy_modal","Privacy policy modal can be open and closed on the Delivery page, modal title text is correct"
"passed","Thu Jun 06 19:29:53 UTC 2024","Thu Jun 06 19:29:54 UTC 2024","1013","tests","test_basket_page","","","","test_redeem_empty_code","Check error messages for empty and not valid voucher code"
"passed","Thu Jun 06 19:35:47 UTC 2024","Thu Jun 06 19:36:05 UTC 2024","18020","tests","test_product_listing_page","","","","test_price_filter","Test that filtering by min and max price is correct"
"passed","Thu Jun 06 19:33:27 UTC 2024","Thu Jun 06 19:33:30 UTC 2024","2772","tests","test_favourites","TestFavourites","","","test_share_favourites","Test ""Share you favourites"" link"
"passed","Thu Jun 06 19:34:53 UTC 2024","Thu Jun 06 19:35:09 UTC 2024","15933","tests","test_product_listing_page","","","","test_sorting_by_price","Test that sorting by price asc/desc is correct"
"passed","Thu Jun 06 19:34:05 UTC 2024","Thu Jun 06 19:34:09 UTC 2024","3338","tests","Login","","","","test_login_with_unregistered_email","Test login with email not registered as account"
"passed","Thu Jun 06 19:30:53 UTC 2024","Thu Jun 06 19:30:57 UTC 2024","4183","tests","test_checkout","","","","test_add_billing_address","Billing address added on checkout/delivery page is displayed correctly on checkout/summary page"
"failed","Thu Jun 06 19:32:04 UTC 2024","Thu Jun 06 19:32:07 UTC 2024","2318","tests","test_checkout","","","","test_terms_and_conditions_modal","Terms and conditions modal can be open and closed on Delivery page, modal title text is correct"
"passed","Thu Jun 06 19:26:43 UTC 2024","Thu Jun 06 19:26:48 UTC 2024","5382","tests","test_account_billing_address_page","TestBillingAddress","","","test_add_address_with_empty_fields","Check the error messages and the field border color when saving address with empty fields"
"passed","Thu Jun 06 19:36:33 UTC 2024","Thu Jun 06 19:36:38 UTC 2024","5036","tests","test_product_page","","","","test_add_to_favorites","Test that Favorites count value is correct and Add to favorites tooltip appears/disappears when adding a product to favorites as a guest"
"passed","Thu Jun 06 19:27:49 UTC 2024","Thu Jun 06 19:27:55 UTC 2024","5788","tests","test_account_page","TestAccountPage","","","test_date_picker","Test if the date displayed in the data picker matches the selected date"
"passed","Thu Jun 06 19:30:08 UTC 2024","Thu Jun 06 19:30:15 UTC 2024","6922","tests","test_basket_page","","","","test_continue_shopping_leads_to_home_page","Teat that Continue shopping button in the empty basket leads to the home page"
"passed","Thu Jun 06 19:36:53 UTC 2024","Thu Jun 06 19:36:56 UTC 2024","2875","tests","Registration","","","","test_registration_with_empty_fields","Test alert text for empty fields"
"passed","Thu Jun 06 19:28:59 UTC 2024","Thu Jun 06 19:29:05 UTC 2024","6329","tests","test_account_page","TestAccountPage","","","test_edit_with_incorrect_format","Test edit user info with incorrect email format and phone number not in numbers"
"passed","Thu Jun 06 19:34:13 UTC 2024","Thu Jun 06 19:34:32 UTC 2024","19184","tests","test_main","TestMain","","","test_recently_viewed_section","Recently viewed product appears in the recently viewed section"
"passed","Thu Jun 06 19:27:02 UTC 2024","Thu Jun 06 19:27:10 UTC 2024","8488","tests","test_account_billing_address_page","TestBillingAddress","","","test_edit_billing_address","Test that the billing address can be edited"
"passed","Thu Jun 06 19:31:45 UTC 2024","Thu Jun 06 19:31:46 UTC 2024","695","tests","test_checkout","","","","test_go_to_summary_without_accepting_terms","Unable to go to summary page without accepting terms on the checkout/delivery page"
"passed","Thu Jun 06 19:30:03 UTC 2024","Thu Jun 06 19:30:07 UTC 2024","4236","tests","test_basket_page","","","","test_product_link_leads_to_pdp","That that product tittle (link) leads to relevant PDP"
"passed","Thu Jun 06 19:27:38 UTC 2024","Thu Jun 06 19:27:44 UTC 2024","5321","tests","test_account_page","TestAccountPage","","","test_sign_out","Test if the user can log out"
"passed","Thu Jun 06 19:26:23 UTC 2024","Thu Jun 06 19:26:34 UTC 2024","10783","tests","test_account_billing_address_page","TestBillingAddress","","","test_add_new_billing_address","Test that user can add the new billing address"
"passed","Thu Jun 06 19:37:08 UTC 2024","Thu Jun 06 19:37:13 UTC 2024","4816","tests","test_search","TestSearch","","","test_search_field","Check placeholder text. Search field can be closed"
"passed","Thu Jun 06 19:27:27 UTC 2024","Thu Jun 06 19:27:33 UTC 2024","5554","tests","test_account_billing_address_page","TestBillingAddress","","","test_delete_billing_address","Test that the billing address can be deleted"
"passed","Thu Jun 06 19:29:10 UTC 2024","Thu Jun 06 19:29:17 UTC 2024","6401","tests","test_account_page","TestAccountPage","","","test_edit_with_incorrect_phone_number_length","Test edit user info with incorrect phone number length"
"passed","Thu Jun 06 19:37:25 UTC 2024","Thu Jun 06 19:37:29 UTC 2024","4622","tests","test_search","TestSearch","","","test_negative_search","Check error message for negative search"
"passed","Thu Jun 06 19:34:09 UTC 2024","Thu Jun 06 19:34:12 UTC 2024","2887","tests","Login","","","","test_show_hide_password","Test Show/Hide password function"
"passed","Thu Jun 06 19:30:34 UTC 2024","Thu Jun 06 19:30:35 UTC 2024","441","tests","test_checkout","","","","test_go_to_summary_with_empty_address","Unable to go from Delivery to Summary page without filling the billing address"
"passed","Thu Jun 06 19:29:26 UTC 2024","Thu Jun 06 19:29:29 UTC 2024","2181","tests","test_basket_page","","","","test_delete_product_from_basket","Test that a product can be deleted from the basket"
"passed","Thu Jun 06 19:35:18 UTC 2024","Thu Jun 06 19:35:28 UTC 2024","10308","tests","test_product_listing_page","","","","test_clear_all_button","Test that Clear All button resets the filters"
"passed","Thu Jun 06 19:34:33 UTC 2024","Thu Jun 06 19:34:53 UTC 2024","19416","tests","test_main","TestMain","","","test_open_recently_viewed_product","The product in the Recently Viewed section leads to relevant PDP"
"passed","Thu Jun 06 19:36:25 UTC 2024","Thu Jun 06 19:36:33 UTC 2024","7542","tests","test_product_page","","","","test_image_changes_when_different_color_selected","Test that product image changes when a different (second) color selected"
